Time,TotalPrivateBytes,TimeWorkingSet
16:10:53,5111521280,7927054336
16:10:58,4842848256,7664914432
16:11:03,4821295104,7643570176
16:11:08,4968083456,7765258240
16:11:13,4962299904,7747997696
16:11:18,4977004544,7756341248
16:11:23,4923031552,7719419904
16:11:28,4899401728,7698055168
16:11:33,4908408832,7710928896
16:11:38,4894302208,7687843840
16:11:43,4881412096,7675228160
16:11:48,4877869056,7671418880
16:11:53,4876062720,7669157888
16:11:58,4879949824,7679848448
16:12:03,4882190336,7683350528
16:12:08,4880744448,7680380928
16:12:13,4878651392,7679057920
16:12:18,4880420864,7680802816
16:12:23,4880564224,7676743680
16:12:28,4879958016,7676657664
16:12:33,4883017728,7679393792
16:12:38,4880961536,7673688064
16:12:43,4879872000,7671160832
16:12:48,4883197952,7505199104
16:12:53,4880216064,7500677120
16:12:58,4880781312,7496138752
16:13:03,4881092608,7496634368
16:13:08,4917362688,7511998464
16:13:13,4902408192,7497641984
16:13:18,4903071744,7498625024
16:13:23,4902899712,7499235328
16:13:28,4903485440,7499141120
16:13:33,4906934272,7503421440
16:13:38,4890726400,7464554496
16:13:43,4890128384,7463890944
16:13:48,4890222592,7462285312
16:13:53,4889849856,7461384192
16:13:58,4890165248,7463940096
16:14:03,4892512256,7466958848
16:14:08,4888453120,7463260160
16:14:13,4890394624,7463870464
16:14:18,4891828224,7464984576
16:14:23,4891701248,7464255488
16:14:28,4891877376,7464943616
16:14:33,4895072256,7467507712
16:14:38,4890587136,7464935424
16:14:43,4885491712,7462739968
16:14:48,4893511680,7483617280
16:14:53,4887908352,7464431616
16:14:58,4887973888,7463469056
16:15:03,4890787840,7466295296
16:15:08,4892606464,7469756416
16:15:13,4896247808,7470485504
16:15:18,4898226176,7376011264
16:15:23,4899037184,7375110144
16:15:28,4891705344,7360249856
16:15:33,4894572544,7361830912
16:15:38,4891082752,7358263296
16:15:43,4888145920,7368224768
16:15:48,4891021312,7390146560
16:15:53,4890996736,7388827648
16:15:58,4890705920,7387803648
16:16:03,4894400512,7391772672
16:16:08,4892561408,7390072832
16:16:13,4890468352,7389347840
16:16:18,4889194496,7392309248
16:16:23,4888854528,7393165312
16:16:28,4888227840,7392583680
16:16:33,4890632192,7395880960
16:16:38,4904800256,7418081280
16:16:43,4895252480,7409704960
16:16:48,4982566912,7510982656
16:16:53,4999921664,7547772928
16:16:58,5038366720,7657537536
16:17:03,5031403520,7658508288
16:17:08,5105782784,7738585088
16:17:13,5315215360,7782891520
16:17:18,5237596160,7838281728
16:17:23,5246238720,7843459072
16:17:28,5244915712,7842820096
16:17:33,5261357056,7860334592
16:17:38,5261766656,7731437568
16:17:43,5231415296,7814045696
16:17:48,5226352640,7627218944
16:17:53,5237116928,7640969216
16:17:58,5238157312,7639625728
16:18:03,5235621888,7640240128
16:18:08,5233700864,7637889024
16:18:13,5233565696,7637057536
16:18:18,5233922048,7637217280
16:18:23,5233143808,7637868544
16:18:28,5233278976,7638560768
16:18:33,5235666944,7642370048
16:18:38,5240147968,7650349056
16:18:43,5234176000,7647162368
16:18:48,5232656384,7643983872
16:18:53,5231800320,7643144192
16:18:58,5231775744,7642460160
16:19:03,5234171904,7644479488
16:19:08,5232824320,7643344896
16:19:13,5231239168,7632396288
16:19:18,5231915008,7632465920
16:19:23,5232451584,7632568320
16:19:28,5229948928,7631585280
16:19:33,5232222208,7633620992
16:19:38,5259005952,7665098752
16:19:43,5250637824,7652929536
16:19:48,5241458688,7643975680
16:19:53,5241540608,7644684288
16:19:58,5277794304,7840493568
16:20:03,5340860416,7951413248
16:20:08,5306486784,7912443904
16:20:13,5298106368,7779414016
16:20:18,5294956544,7776382976
16:20:23,5294895104,7770386432
16:20:28,5295140864,7771299840
16:20:33,5295570944,7775379456
16:20:38,5292249088,7771602944
16:20:43,5292838912,7772565504
16:20:48,5292015616,7772385280
16:20:53,5292265472,7773331456
16:20:58,5320323072,7854022656
16:21:03,5329694720,7871496192
16:21:08,5324652544,7867138048
16:21:13,5314142208,7842299904
16:21:18,5153689600,7705137152
16:21:23,5148000256,7698493440
16:21:28,5332602880,7716417536
16:21:33,5334892544,7848960000
16:21:38,5332262912,7846985728
16:21:43,5332021248,7847165952
16:21:48,5325991936,7843565568
16:21:53,5324894208,7839461376
16:21:58,5315260416,7815872512
16:22:03,5303857152,7779717120
16:22:08,5298368512,7775440896
16:22:13,5301104640,7778516992
16:22:18,5323386880,7821385728
16:22:23,5334609920,7847710720
16:22:28,5324226560,7838253056
16:22:33,5320146944,7821385728
16:22:38,5312966656,7812640768
16:22:43,5312184320,7812603904
16:22:48,5312393216,7709663232
16:22:53,5311016960,7709589504
16:22:58,5311574016,7709179904
16:23:03,5319868416,7732498432
16:23:08,5318107136,7731814400
16:23:13,5312294912,7712018432
16:23:18,5310496768,7709736960
16:23:23,5312401408,7713525760
16:23:28,5336104960,7734865920
16:23:33,5331480576,7731003392
16:23:38,5322055680,7721771008
16:23:43,5320544256,7720239104
16:23:48,5319884800,7720280064
16:23:53,5320167424,7720108032
16:23:58,5312933888,7704965120
16:24:03,5315792896,7708180480
16:24:08,5313118208,7706587136
16:24:13,5312245760,7706329088
16:24:18,5309800448,7703113728
16:24:23,5304209408,7684849664
16:24:28,5304299520,7685627904
16:24:33,5306212352,7687766016
16:24:38,5304381440,7686402048
16:24:43,5304410112,7686078464
16:24:48,5311041536,7706247168
16:24:53,5304946688,7690645504
16:24:58,5437169664,7830016000
16:25:03,5404635136,7782965248
16:25:08,5328330752,7708053504
16:25:13,5063016448,7444918272
16:25:18,5042876416,7364087808
16:25:23,5108199424,7345840128
16:25:28,5006352384,7324024832
16:25:33,5007007744,7326638080
16:25:38,5000216576,7331676160
16:25:43,4996780032,7345258496
16:25:48,5010792448,7365877760
16:25:53,5027307520,7382827008
16:25:58,5025423360,7380635648
16:26:03,5015433216,7370358784
16:26:08,5011935232,7367274496
16:26:13,5010595840,7365861376
16:26:18,5012242432,7369846784
16:26:23,5000744960,7345041408
16:26:28,5000081408,7343165440
16:26:33,5000740864,7341080576
16:26:38,4998238208,7338258432
16:26:43,4990910464,7319560192
16:26:48,4992364544,7315304448
16:26:53,4992860160,7315140608
16:26:58,4992655360,7334821888
16:27:03,4994789376,7333232640
16:27:08,4994154496,7323652096
16:27:13,5010468864,7344320512
16:27:18,5014757376,7356805120
16:27:23,5022703616,7359180800
16:27:28,5025218560,7362519040
16:27:33,5032398848,7370764288
16:27:38,5023260672,7361699840
16:27:43,5025816576,7363952640
16:27:48,5017157632,7127396352
16:27:53,5004689408,7110205440
16:27:58,5004046336,7075860480
16:28:03,5006581760,7083450368
16:28:08,5004279808,7087624192
16:28:13,5004947456,7089561600
16:28:18,4999479296,7101394944
16:28:23,4998344704,7096483840
16:28:28,5001314304,7118303232
16:28:33,5003165696,7120039936
16:28:38,5001834496,7113228288
16:28:43,5001515008,7110430720
16:28:48,5001768960,7113134080
16:28:53,5001826304,7112605696
16:28:58,5033730048,7223795712
16:29:03,5035462656,7224684544
16:29:08,5033054208,7221637120
16:29:13,5033078784,7222140928
16:29:18,5037707264,7234232320
16:29:23,5030551552,7223840768
16:29:28,5036232704,7219761152
16:29:33,5047410688,7230525440
16:29:38,5037961216,7202512896
16:29:43,5160452096,7333466112
16:29:48,5144719360,7325040640
16:29:53,5366267904,7441821696
16:29:58,5343285248,7523635200
16:30:03,5364527104,7546650624
16:30:08,5352210432,7536304128
16:30:13,5350846464,7541637120
16:30:18,5350535168,7542013952
16:30:23,5350346752,7535067136
16:30:28,5348143104,7514595328
16:30:33,5364617216,7549325312
16:30:38,5395587072,7598559232
16:30:43,5388853248,7592165376
16:30:48,5371383808,7575183360
16:30:53,5368229888,7571771392
16:30:58,5356822528,7563161600
16:31:03,5358215168,7564148736
16:31:08,5355069440,7558049792
16:31:13,5357514752,7559069696
16:31:18,5383909376,7584976896
16:31:23,5183852544,7420821504
16:31:28,5361131520,7430578176
16:31:33,5362356224,7561781248
16:31:38,5359456256,7559774208
16:31:43,5359374336,7560503296
16:31:48,5359628288,7560609792
16:31:53,5378056192,7581716480
16:31:58,5365567488,7571853312
16:32:03,5364334592,7570034688
16:32:08,5363068928,7569596416
16:32:13,5361852416,7569227776
16:32:18,5361778688,7569571840
16:32:23,5361143808,7568072704
16:32:28,5384003584,7591628800
16:32:33,5382070272,7590629376
16:32:38,5364051968,7565041664
16:32:43,5362089984,7565574144
16:32:48,5361651712,7283400704
16:32:53,5362593792,7337164800
16:32:58,5362020352,7337197568
16:33:03,5364486144,7338921984
16:33:08,5362233344,7337070592
16:33:13,5363208192,7339040768
16:33:18,5361192960,7337353216
16:33:23,5361209344,7337865216
16:33:28,5360242688,7330668544
16:33:33,5360168960,7331885056
16:33:38,5357211648,7330959360
16:33:43,5356900352,7329538048
16:33:48,5356793856,7329259520
16:33:53,5356789760,7329693696
16:33:58,5353664512,7320891392
16:34:03,5356994560,7323983872
16:34:08,5354586112,7320313856
16:34:13,5352247296,7319654400
16:34:18,5351944192,7320276992
16:34:23,5354037248,7320666112
16:34:28,5355241472,7322419200
16:34:33,5109256192,7084490752
16:34:38,5074329600,7036669952
16:34:43,5100937216,7020568576
16:34:48,5109682176,7038058496
16:34:53,5070155776,6983892992
16:34:58,5061910528,6969606144
16:35:03,5062062080,6969085952
16:35:08,5059792896,6966128640
16:35:13,5059788800,6967324672
16:35:18,5061689344,6894817280
16:35:23,5060894720,6895730688
16:35:28,5060448256,6898540544
16:35:33,5062754304,6901776384
16:35:38,5056741376,6883377152
16:35:43,5063655424,6924005376
16:35:48,5063860224,6930518016
16:35:53,5061943296,6930833408
16:35:58,5082120192,6987898880
16:36:03,5106982912,7042928640
16:36:08,5103644672,7035494400
16:36:13,5104807936,7035834368
16:36:18,5104148480,7038840832
16:36:23,5104492544,7039533056
16:36:28,5103255552,7037218816
16:36:33,5104848896,7038447616
16:36:38,5102661632,7036121088
16:36:43,5100322816,7025741824
16:36:48,5098811392,7035359232
16:36:53,5098147840,7035908096
16:36:58,5098475520,7036235776
16:37:03,5102116864,7039696896
16:37:08,5099491328,7037296640
16:37:13,5080236032,7004745728
16:37:18,5079642112,7001997312
16:37:23,5079912448,6999924736
16:37:28,5080449024,7002255360
16:37:33,5079777280,7003742208
16:37:38,5074010112,6979678208
16:37:43,5061242880,6938918912
16:37:48,5058396160,6814281728
16:37:53,5077073920,6841810944
16:37:58,5075263488,6839533568
16:38:03,5096153088,7066865664
16:38:08,5085831168,7056564224
16:38:13,5076852736,7010385920
16:38:18,5064454144,6992437248
16:38:23,5072134144,6994542592
16:38:28,5074702336,6998622208
16:38:33,5075988480,7015288832
16:38:38,5062901760,7004332032
16:38:43,5061824512,7002972160
16:38:48,5061660672,7003217920
16:38:53,5066403840,7006486528
16:38:58,5070639104,7010779136
16:39:03,5068677120,7006142464
16:39:08,5063454720,7000793088
16:39:13,5064486912,7002460160
16:39:18,5078265856,7050366976
16:39:23,5078392832,7052800000
16:39:28,5068455936,7035850752
16:39:33,5089648640,7060672512
16:39:38,5857017856,7345020928
16:39:43,6013452288,7403601920
16:39:48,6107467776,7598067712
16:39:53,6124314624,7637938176
16:39:58,6104100864,7618232320
16:40:03,6103674880,7618408448
16:40:08,6053830656,7467827200
16:40:13,6060941312,7456489472
16:40:18,6039044096,7434309632
16:40:23,6037811200,7420661760
16:40:28,6037229568,7421128704
16:40:33,6044631040,7421984768
16:40:38,6032392192,7382343680
16:40:43,6033272832,7383724032
16:40:48,6032908288,7384166400
16:40:53,6033772544,7385538560
16:40:58,6031253504,7381565440
16:41:03,6026702848,7371169792
16:41:08,6022692864,7369887744
16:41:13,6023028736,7371182080
16:41:18,6021382144,7373107200
16:41:23,6018711552,7366402048
16:41:28,6018519040,7366930432
16:41:33,6019829760,7340470272
16:41:38,6021099520,7248019456
16:41:43,6147338240,7386091520
16:41:48,6150934528,7422214144
16:41:53,6154080256,7427768320
16:41:58,6111539200,7388028928
16:42:03,6190923776,7511916544
16:42:08,6396633088,7797506048
16:42:13,6327406592,7730331648
16:42:18,6581338112,8052637696
16:42:23,6551441408,7994109952
16:42:28,6500745216,7947722752
16:42:33,6467866624,7917502464
16:42:38,6457643008,7907880960
16:42:43,6435753984,7876960256
16:42:48,6443528192,7906430976
16:42:53,6444552192,7895154688
16:42:58,6424342528,7861149696
16:43:03,6427222016,7854968832
16:43:08,6426230784,7856869376
16:43:13,6419185664,7845400576
16:43:18,6454345728,7931056128
16:43:23,6453571584,7919939584
16:43:28,6474604544,7941648384
16:43:33,6503428096,7979655168
16:43:38,5662658560,7832379392
16:43:43,5605683200,7810551808
16:43:48,5675274240,7997063168
16:43:53,5651288064,7997620224
16:43:58,5664616448,8027656192
16:44:03,5668241408,8031219712
16:44:08,5666516992,8030150656
16:44:13,5655183360,8028356608
16:44:18,5629685760,7981690880
16:44:23,5627609088,7969849344
16:44:28,5623865344,7968030720
16:44:33,5626183680,7968182272
16:44:38,5623562240,7963738112
16:44:43,5614903296,7952502784
16:44:48,5615616000,7943655424
16:44:53,5609660416,7925182464
16:44:58,5609308160,7925915648
16:45:03,5611970560,7929745408
16:45:08,5608857600,7923404800
16:45:13,5608366080,7922884608
16:45:18,5607690240,7748972544
16:45:23,5601615872,7750041600
16:45:28,5603835904,7751147520
16:45:33,5605597184,7755292672
16:45:38,5596393472,7728320512
16:45:43,5595430912,7738683392
16:45:48,5595103232,7758266368
16:45:53,5595070464,7759667200
16:45:58,5595222016,7760953344
16:46:03,5598740480,7765639168
16:46:08,5597171712,7764688896
16:46:13,5597061120,7764226048
16:46:18,5597044736,7765000192
16:46:23,5597417472,7760678912
16:46:28,5587095552,7750758400
16:46:33,5589970944,7754502144
16:46:38,5596618752,7766929408
16:46:43,5584039936,7756353536
16:46:48,5583429632,7757328384
16:46:53,5660454912,7839293440
16:46:58,5748379648,7976095744
16:47:03,5758980096,7930261504
16:47:08,5814427648,7997272064
16:47:13,5841121280,8024657920
16:47:18,5876838400,8070492160
16:47:23,5922340864,8114376704
16:47:28,5980782592,8099389440
16:47:33,5951381504,8073732096
16:47:38,5870166016,7991476224
16:47:43,5859684352,7982583808
16:47:48,5893853184,8025317376
16:47:53,5919100928,8026243072
16:47:58,5959589888,8135495680
16:48:03,6097670144,8205778944
16:48:08,6100787200,8236269568
16:48:13,6109188096,8238116864
16:48:18,6104420352,8234250240
16:48:23,6153572352,8325242880
16:48:28,6153252864,8328142848
16:48:33,6083194880,8261656576
16:48:38,6067380224,8243736576
16:48:43,6061654016,8241332224
16:48:48,6013759488,8167686144
16:48:53,6009016320,8163205120
16:48:58,5992742912,8145485824
16:49:03,5997821952,8153579520
16:49:08,5998174208,8156647424
16:49:13,6030856192,8185868288
16:49:18,5994315776,8147218432
16:49:23,5971156992,8119754752
16:49:28,5957623808,8103432192
16:49:33,5953871872,8099168256
16:49:38,5956845568,8106577920
16:49:43,5943685120,8094179328
16:49:48,5932371968,8084070400
16:49:53,5931442176,8083730432
16:49:58,5930393600,8083890176
16:50:03,5932761088,8086171648
16:50:08,5930573824,8084807680
16:50:13,6040453120,8228548608
16:50:18,6431944704,8431288320
16:50:23,6386352128,8389185536
16:50:28,6372786176,8367161344
16:50:33,6375268352,8371998720
16:50:38,6374666240,8371236864
16:50:43,6375657472,8373198848
16:50:48,6377234432,8372948992
16:50:53,6376992768,8372436992
16:50:58,6376292352,8373501952
16:51:03,6378278912,8375042048
16:51:08,6373810176,8370438144
16:51:13,6078902272,8200298496
16:51:18,6053806080,8272089088
16:51:23,6006566912,8245407744
16:51:28,5905682432,8104390656
16:51:33,5999534080,8199204864
16:51:38,5993017344,8177364992
16:51:43,5984116736,8167972864
16:51:48,6086414336,8265875456
16:51:53,6113677312,8298737664
16:51:58,6203510784,8371052544
16:52:03,6155849728,8324964352
16:52:08,6077952000,8251613184
16:52:13,6032965632,8204005376
16:52:18,6017843200,8188063744
16:52:23,6029803520,8190263296
16:52:28,5996212224,8160137216
16:52:33,6024949760,8227983360
16:52:38,6023045120,8225005568
16:52:43,6011482112,8213184512
16:52:48,6015991808,8206454784
16:52:53,6019964928,8165580800
16:52:58,6000951296,8147415040
16:53:03,6018650112,8181170176
16:53:08,6014279680,8177659904
16:53:13,5994422272,8141852672
16:53:18,5993639936,8140849152
16:53:23,5986529280,8128933888
16:53:28,5982351360,8124243968
16:53:33,5988528128,8128389120
16:53:38,5978406912,8103731200
16:53:43,5980995584,8104353792
16:53:48,5978640384,8106618880
16:53:53,5972905984,8099729408
16:53:58,5975126016,8102117376
16:54:03,5982777344,8110510080
16:54:08,5981544448,8110899200
16:54:13,5987024896,8116674560
16:54:18,5971423232,8101654528
16:54:23,5973598208,8105218048
16:54:28,5975121920,8106307584
16:54:33,5969006592,8099692544
16:54:38,5969248256,8099733504
16:54:43,5971300352,8104849408
16:54:48,5972488192,8118489088
16:54:53,5969797120,8103239680
16:54:58,5969006592,8102281216
16:55:03,5971595264,8105852928
16:55:08,5975248896,8107642880
16:55:13,5969674240,8102277120
16:55:18,5968969728,7979589632
16:55:23,5967990784,7977893888
16:55:28,5963186176,7973228544
16:55:33,5968306176,7981944832
16:55:38,5970501632,7983828992
16:55:43,5964214272,7986511872
16:55:48,5967101952,7997562880
16:55:53,5963653120,7992348672
16:55:58,6024552448,8180375552
16:56:03,6099783680,8323248128
16:56:08,6088753152,8267825152
16:56:13,6083764224,8244318208
16:56:18,6087954432,8251752448
16:56:23,6082646016,8247943168
16:56:28,6085722112,8251908096
16:56:33,6099931136,8270020608
16:56:38,6214557696,8391036928
16:56:43,6226812928,8412360704
16:56:48,6208864256,8395878400
16:56:53,6212993024,8399540224
16:56:58,6254272512,8486756352
16:57:03,6284390400,8534974464
16:57:08,6260510720,8522334208
16:57:13,6210990080,8476565504
16:57:18,6215266304,8479485952
16:57:23,6217281536,8476196864
16:57:28,6208520192,8466472960
16:57:33,6314008576,8572772352
16:57:38,6311202816,8570445824
16:57:43,6286147584,8522219520
16:57:48,6271909888,8511467520
16:57:53,6271168512,8492560384
16:57:58,6244433920,8445259776
16:58:03,6234914816,8420929536
16:58:08,6224121856,8409944064
16:58:13,6216015872,8376717312
16:58:18,6209503232,8364167168
16:58:23,6207631360,8357548032
16:58:28,6201991168,8332161024
16:58:33,6206763008,8337195008
16:58:38,6208942080,8330809344
16:58:43,6201004032,8322834432
16:58:48,6221389824,8345997312
16:58:53,6209200128,8332533760
16:58:58,6198566912,8319385600
16:59:03,6200012800,8320737280
16:59:08,6225375232,8346341376
16:59:13,6215598080,8336777216
16:59:18,6221090816,8340959232
16:59:23,6205128704,8323764224
16:59:28,6216232960,8334602240
16:59:33,6230446080,8347996160
16:59:38,6214164480,8308891648
16:59:43,6210281472,8291934208
16:59:48,6200586240,8280604672
16:59:53,6196674560,8277463040
16:59:58,6218330112,8298934272
17:00:03,6229745664,8319074304
17:00:08,6227054592,8316436480
17:00:13,6213341184,8301305856
17:00:18,6196162560,8279216128
17:00:23,6121328640,8212246528
17:00:28,6234767360,8322891776
17:00:33,6265810944,8344772608
17:00:38,6282895360,8354631680
17:00:43,6250876928,8323239936
17:00:48,6174269440,8253710336
17:00:53,6153601024,8228757504
17:00:58,6149619712,8228491264
17:01:03,6154104832,8234012672
17:01:08,6114631680,8190435328
17:01:13,6106980352,8184913920
17:01:18,6101356544,8178659328
17:01:23,6093541376,8168914944
17:01:28,6096695296,8172826624
17:01:33,6101327872,8179142656
17:01:38,6094188544,8167641088
17:01:43,6102843392,8175263744
17:01:48,6089678848,8159342592
17:01:53,6090661888,8159395840
17:01:58,6092214272,8153722880
17:02:03,6090215424,8149929984
17:02:08,6112346112,8172388352
17:02:13,6188990464,8253333504
17:02:18,6211842048,8288972800
17:02:23,6100533248,8240726016
17:02:28,6031007744,8167153664
17:02:33,5907456000,8039522304
17:02:38,5905174528,8034422784
17:02:43,5902778368,8030175232
17:02:48,5827588096,7905476608
17:02:53,5830651904,7871397888
17:02:58,5827375104,7859851264
17:03:03,5828141056,7858855936
17:03:08,5823565824,7866994688
17:03:13,5920133120,7971885056
17:03:18,5913448448,7968747520
17:03:23,5904920576,7957020672
17:03:28,5844160512,7895146496
17:03:33,5846773760,7897432064
17:03:38,5840683008,7894028288
17:03:43,5837631488,7890743296
17:03:48,5835829248,7889805312
17:03:53,5835591680,7889211392
17:03:58,5835845632,7888097280
17:04:03,5840031744,7892549632
17:04:08,5837656064,7888691200
17:04:13,5836484608,7888031744
17:04:18,5837180928,7887511552
17:04:23,5883277312,8077012992
17:04:28,5936873472,8244199424
17:04:33,5936250880,8328908800
17:04:38,5929754624,8309993472
17:04:43,5921136640,8265871360
17:04:48,5920010240,8266055680
17:04:53,5907611648,8115130368
17:04:58,5907152896,8113332224
17:05:03,5906046976,8112197632
17:05:08,5933690880,8274137088
17:05:13,5979811840,8358539264
17:05:18,5941776384,8052084736
17:05:23,5934489600,8051531776
17:05:28,5929951232,8046931968
17:05:33,5923581952,8006557696
17:05:38,5938135040,8004050944
17:05:43,5894848512,8040714240
17:05:48,5892321280,8039612416
17:05:53,5888040960,8022761472
17:05:58,5899632640,8033435648
17:06:03,5889150976,8030924800
17:06:08,5887434752,8027451392
17:06:13,5882892288,8021090304
17:06:18,5880991744,8016883712
17:06:23,5881352192,8017649664
17:06:28,5881393152,8018120704
17:06:33,5875703808,8000942080
17:06:38,5869129728,7996162048
17:06:43,5858287616,7975813120
17:06:48,5858373632,7980019712
17:06:53,5859176448,7980613632
17:06:58,5840052224,7966945280
17:07:03,5840728064,7970750464
17:07:08,5838958592,7966838784
17:07:13,5839511552,7967641600
17:07:18,5838639104,7966937088
17:07:23,5839007744,7966683136
17:07:28,5837553664,7971074048
17:07:33,5840953344,7975161856
17:07:38,5835284480,7949418496
17:07:43,5827055616,7942815744
17:07:48,5828055040,7944093696
17:07:53,5831540736,7861121024
17:07:58,5829173248,7860908032
17:08:03,5841268736,7889682432
17:08:08,5839196160,7888162816
17:08:13,5831057408,7863185408
17:08:18,5831413760,7863599104
17:08:23,5829304320,7846604800
17:08:28,5829238784,7846158336
17:08:33,5832040448,7847931904
17:08:38,5830213632,7844892672
17:08:43,5829812224,7844646912
17:08:48,5828194304,7844286464
17:08:53,5828513792,7843676160
17:08:58,5826699264,7842725888
17:09:03,5829230592,7846014976
17:09:08,5827149824,7843483648
17:09:13,5826973696,7844188160
17:09:18,5826994176,7843303424
17:09:23,5834125312,7871643648
17:09:28,5830295552,7855501312
17:09:33,5833015296,7851372544
17:09:38,5831364608,7847436288
17:09:43,5825867776,7842131968
17:09:48,5824282624,7841878016
17:09:53,5823905792,7841820672
17:09:58,5821505536,7841533952
17:10:03,5824786432,7845658624
17:10:08,5822144512,7841579008
17:10:13,5813415936,7815847936
17:10:18,5813297152,7815622656
